BSE Symbol,NSE Symbol,Company Name          ,AUDITED,,,,,,,,,,LATEST QTR.,,,YEAR TO DATE,,,,,SHAREHOLDINGS,,,,MARKET RELATED DATA,,,,,Sector,*You will find NULL at many places. This for those companies that have announced their FY24 results and do not have YTD Sales or Net Profit. It is reflected in yearly numbers.
,,,Face,Month/,CEqt.,BkVal,Sales,NP,EPS,Div,D/E,RONW,LatQ,Sales,NP,Year/,Sales,Sales,NP,NP,Prom,. Pledged,Inst.,NoShold,Mkt.Cap.,Price,52 Week,Entprise,Trail.P/E,,
,,,Value,Year,Rs.Cr,Rs.,Rs.Cr.,Rs.Cr.,(Rs.),(Rs.),Ratio,(%),Year,Rs.Cr.,Rs.Cr,Month,Rs.Cr.,Growth,Rs.Cr.,Growth,(%),(%),(%),('000),Rs.Cr.,Rs.,H/L,Value,Ratio,,
,,,,,,,,,,,,,,,,,,,,,,,,,As on Date 6th Feb 2025,,,,,,
500500,HINDMOTORS,Hindustan Motors Ltd.,5,2403,104.33,1.22,0.81,-31.66,1.22,0,1.94,0,2412,0.59,3.34,2412N,2.25,64.23,16.28,74.68,32.34,0,2.55,20.87,579.24,27.43,48.70/15.33,554.61,17.68,Automobiles - Passenger Cars,
544100,NOVAAGRI,Nova Agritech Ltd.,2,2403,18,17.72,252.47,28.31,2.07,0,0.25,18.75,2409,82.69,6.77,2409H,68.21,0,4.49,0,59.39,0,1.55,9.25,577.32,61.45,94.09/45.00,564.46,44.71,Pesticides & Agrochemicals,
530927,,Haryana Financial Corporation Ltd.,10,2403,207.66,10.8,1.37,25.43,1.23,0,0,16.77,2409,0,-1.38,,,,,,99.36,0,0.1,20.77,574.59,27.67,27.67/26.36,541.62,1976.43,Finance Term Lending,
530145,,Kisan Mouldings Ltd.,10,2403,119.46,13.06,268,58.16,4.87,0,0.04,130.19,2412,70.32,0.39,2412N,190.05,-8.86,2.94,0,65.65,0,0.54,11.95,572.23,49.42,93.47/18.75,592.23,6.36,Plastic Products,
543829,GSLSU,Global Surfaces Ltd.,10,2403,42.38,80.51,225.29,19.78,4.97,0,0.15,7.77,2409,46.96,-6.2,2409H,79.54,2.99,9.77,-14.36,73.25,0,1.53,4.24,570.25,136.9,331.55/126.10,617.71,41.27,Ceramics/Marble/Granite/Sanitaryware,
530363,UGARSUGAR,The Ugar Sugar Works Ltd.,1,2403,11.25,14.13,1940.15,103.05,1.88,0.25,2.2,9.33,2412,265.78,-33.2,2412N,883.2,1.18,-67.33,-1880.83,44.76,0,0.5,11.25,570.04,49.95,99.33/46.34,918.89,0,Sugar,
514175,VARDMNPOLY,Vardhman Polytex Ltd.,1,2403,27.29,-6.81,928.77,-15.51,-9.81,0,-0.21,0,2409,64.4,0.63,2409H,128.43,-45.61,-10.13,0,30.76,25.07,0.64,43.6,569.81,12.83,110.92/8.11,638.19,0,Textile,
526721,,Nicco Parks & Resorts Ltd.,1,2403,4.68,16.92,79.34,19.72,4.46,1.5,0,31.27,2409,13.77,4.43,2409H,38.52,-11.36,10.49,-24.32,69.19,0,0,4.68,569.56,119.05,165.00/117.00,540.78,39.54,Amusement Parks/Recreation/Club,
534535,,Bio Green Papers Ltd.,10,2103,25.82,10.26,0,-3.5,-1.37,0,0,0.99,2409,87.81,6.75,24090,5.02,0,-0.83,0,89.04,0,0,10.7,567.96,53.1,53.10/23.22,550.48,0,Paper & Paper Products,
516082,NRAIL,NR Agarwal Industries Ltd.,10,2403,17.02,451.29,1293.13,125.46,73.72,0,0.73,17.98,2409,428.41,8.34,2409H,775.38,9.16,11.74,-85.02,73.96,73.55,0.58,1.7,567.33,325,543.00/299.80,1226.27,20.18,Paper & Paper Products,
524444,,Evexia Lifecare Ltd.,1,2403,70.8,2.16,56.29,1.38,0.02,0,7.01,1.27,2409,27.97,0.72,2409H,47.13,92.35,0.96,252.21,3.49,0,0.26,187.73,566.95,2.99,4.40/1.94,1065.68,150.25,Trading,
532022,FILATFASH,Filatex Fashions Ltd.,1,2403,833.41,2.77,176.41,8.95,0.05,0,0.02,0.73,2409,37.13,2.21,2409H,59.54,-8.25,3.85,11.33,24.82,0,0.04,833.41,566.72,0.67,20.85/0.55,617.63,24.28,Textile,
520043,MUNJALSHOW,Munjal Showa Ltd.,2,2403,8,165.11,1172.73,30.77,7.69,4.5,0,4.68,2409,317.72,2.05,2409H,628.47,9.28,13.97,-2.3,65.02,0,1.81,4,565.93,142.25,211.00/131.30,554.59,26.11,Auto Ancillary,
534733,,Aerpace Industries Ltd.,1,2403,13.67,3.53,1.18,-1.66,-0.09,0,0,-15.81,2409,0.39,-0.68,2409H,0.78,32.99,-1.13,0,46.6,0,0,14.95,564.97,35.99,58.65/8.22,562.25,0,Trading,
532713,SAKUMA,Sakuma Exports Ltd.,1,2403,23.46,3.16,2124.66,39.98,0.7,0.05,0.34,5.75,2409,339.39,1.23,2409H,835.53,16.02,6.45,9.41,46.29,0,0.13,156.78,564.38,3.57,39.15/3.35,539.56,10.59,Trading,
504959,,Stovec Industries Ltd.,10,2312,2.09,593.19,194.8,33.04,43.28,174,0,5.76,2409,57.39,3.09,2409N,178.55,19.61,11.43,127.19,71.06,0,0.05,0.21,563.76,2719.95,4372.00/2320.10,538.8,49.69,Textile - Machinery,
507438,IFBAGRO,IFB Agro Industries Ltd.,10,2403,9.37,620.83,1379.68,-8.08,-12.22,0,0.02,-2.07,2412,419.64,11.28,2412N,1183.92,13.05,23.84,0,65,0,1.28,0.94,561.23,605.5,652.50/390.25,561.97,26.07,Consumer Food,
540730,,Mehai Technology Ltd.,10,2403,19.61,23.96,14.91,0.58,0.34,0,0.11,2.64,2412,55.08,5.59,2412N,57.89,450.92,6.28,926.14,55.79,0,0,2.47,560.46,198.6,340.10/18.00,574.75,92.16,Electric Equipment,
500060,BIRLACABLE,Birla Cable Ltd.,10,2403,30,87.74,685.5,22.14,7.5,1.75,0.66,9.33,2409,181.72,1.82,2409H,347.63,-0.34,2.03,-88.25,66.35,4.17,0.01,3,558.75,188.5,340.00/172.00,691.94,161.76,Cable,
504879,ORIENTCER,Orient Ceratech Ltd.,1,2403,11.96,22.87,313.37,19.02,1.43,0.25,0.21,6.44,2409,70.03,1.85,2409H,172.31,13.28,4.36,-49.71,63.58,0,13.23,11.96,555.37,46.95,72.40/39.51,596.12,69.58,Refractories,
537785,RACE,Race Eco Chain Ltd.,10,2403,16.43,32.26,347.48,1.55,0.95,0,1.66,7.32,2409,106.29,4.03,2409H,192.46,1.49,4.41,266.14,44.79,0,0.58,1.73,553.09,319.5,457.25/296.45,549.45,117.84,Environmental Services,
505978,,Triton Valves Ltd.,10,2403,1.18,1017.39,428.32,2.81,58.43,0,0.72,6.91,2409,118.45,1.96,2409H,184.32,8.63,3.23,-5.31,46.35,0,0.57,0.12,552.24,4650,5574.50/2190.00,630.92,100.98,Auto Ancillary,
524342,INDOBORAX,Indo Borax & Chemicals Ltd.,1,2403,3.21,97.97,191.3,38.98,11.97,1,0,14.03,2409,37.87,9.18,2409H,87.64,-13.89,22.89,20.22,50.8,0,0.01,3.21,552.11,173,262.60/144.95,452.37,16.24,Chemicals,
500166,GOODRICKE,Goodricke Group Ltd.,10,2403,21.6,145.29,823.98,-69.3,-32.08,0,0.47,-25.1,2409,315.94,60.27,2409H,513.38,26.08,72.76,130.47,74,0,0.01,2.16,545.51,250.5,357.40/159.00,653.25,0,Tea/Coffee,
524129,VINYLINDIA,Vinyl Chemicals (India) Ltd.,1,2403,1.83,65.13,597.01,21.84,11.93,6.75,0,18.99,2412,146.4,5.01,2412N,452.37,5.51,15.06,5.24,50.41,0,0.01,1.83,544.98,297,444.00/275.00,540.05,24.06,Trading,
544001,,Sunita Tools Ltd.,10,2403,5.63,67.74,26.09,4.85,8.62,0,0.31,33.67,,,,,,,,,72.98,0,0.06,0.56,544.43,908.85,1038.60/212.40,550.09,278.29,Engineering,
543267,DAVANGERE,Davangere Sugar Company Ltd.,1,2403,94.09,2.06,216.53,12.24,1.3,0,1.43,7.15,2412,73.18,6.77,2412N,158.08,3.35,9,17.07,54.26,0,0,94.08,543.81,5.87,113.45/5.00,818,10.13,Sugar,
523391,NAHARPOLY,Nahar Poly Films Ltd.,5,2403,12.29,212.54,599.93,-9.48,-3.45,1,0.26,-1.76,2412,172.94,6.59,2412N,509.3,13.98,23.3,0,71.88,0,0.06,2.46,543.39,220.55,372.40/166.75,648.4,25.5,Plastic Products,
514286,ASHIMASYN,Ashima Ltd.,10,2403,191.66,15.98,207.37,17.92,5.03,0,0.39,35.89,2409,5.28,-11.92,2409H,82.99,-20.29,-10.6,0,73.49,0,0.13,19.17,542.4,32.98,51.92/16.66,607.56,6.38,Textile,
532740,LOKESHMACH,Lokesh Machines Ltd.,10,2403,18.5,113.16,293.54,13.85,7.49,0,0.63,8.01,2409,75.32,3.49,2409H,137.84,8.78,4.52,11.51,51.75,3.69,0,1.92,541.47,285.2,475.00/252.55,663.47,57.29,Engineering,
543470,SOFTTECH,SoftTech Engineers Ltd.,10,2403,12.82,107.35,78.78,3.33,5.44,0,0.23,5.88,2409,22.95,0.39,2409H,42.66,13.72,2.88,-4.13,18.89,0,0.07,1.38,538.4,415,607.85/236.00,574.36,106.02,IT - Software,
526873,,Rajasthan Gases Ltd.,3,2403,23.06,3.75,0,-0.5,-0.06,0,0,-3.43,2409,0.01,0,2409H,0.01,0,-0.07,0,0,0,0,7.69,535.27,69.6,76.21/15.14,534.54,0,Industrial  Gases & Fuels,
519136,NAHARINDUS,Nahar Industrial Enterprises Ltd.,10,2403,43.21,221.53,1471.76,9.46,2.23,0,0.55,1.01,2409,355.91,-3.64,2409H,710.29,-3.4,-3.53,0,71.24,0,0.37,4.32,534.67,124.25,172.05/108.35,988.13,33.25,Textile - Spinning,
537839,,Phoenix Township Ltd.,10,2403,13.98,145.25,29.54,196.4,140.47,0.25,0.07,170.9,2409,5.96,-0.14,2409H,15.41,28.7,2.33,960.45,66.59,0,0.61,1.48,533.65,280,301.00/77.00,541.37,1.97,"Hotel, Resort & Restaurants",
534675,PROZONER,Prozone Realty Ltd.,2,2403,30.52,50.15,184.51,2.41,0.42,0,0.02,0.89,2409,48.86,0.23,2409H,4.88,0.7,2.24,-18.9,23.21,0,3.02,15.26,532.28,34.19,44.90/20.97,539.94,104.59,Construction - Real Estate,
532932,MANAKSIA,Manaksia Ltd.,2,2403,13.11,27.78,701.54,78.7,2.8,0,0.03,10.19,2409,169.47,15.03,2409H,54.9,-58.98,2.71,-72.32,74.93,0,1.31,6.55,532.14,81.54,135.40/75.00,516.13,50.24,Trading,
522014,UNIDT,United Drilling Tools Ltd.,10,2403,20.3,127,129.97,9.38,4.52,1.8,0.13,3.68,2409,48.84,4.14,2409H,106.27,91.46,8.41,128.73,74.65,0,0.58,2.03,531.64,270.45,318.05/195.40,531.85,47.81,Engineering - Industrial Equipments,
531225,XTGLOBAL,XT Global Infotech Ltd.,1,2403,13.3,14.14,217.13,8.04,0.6,0,0.09,4.46,2409,48.74,2.6,2409H,36.92,8.81,3.68,1.29,63.09,0,0,13.3,531.08,40.41,56.30/33.00,542.01,95.94,IT - Software,
509220,PTL,PTL Enterprises Ltd.,1,2403,13.24,45.95,449.83,45.51,1.78,1.75,0.04,4.95,2409,16.09,13.91,2409H,32.17,0,19.14,50.66,69.82,0,8.28,13.24,529.38,40.4,53.44/37.00,544.8,21.65,Business Support,
509567,GOACARBON,Goa Carbon Ltd.,10,2403,9.15,244.76,291.08,9.11,93.43,20,1.35,39.44,2412,129.47,-8.35,2412N,376.28,-57.18,-15.49,-120.34,59.72,0,0.01,0.92,529.34,584,1009.45/540.25,644.93,0,Carbon Black,
538772,,Niyogin Fintech Ltd.,10,2403,95.14,31.43,195.77,-24.84,-0.79,0,0.17,-2.8,2412,111.21,-4.91,2412N,53.1,98.79,-7.45,0,39.28,0,15.13,9.52,528.9,53.41,88.00/45.00,562.84,0,Finance - Investment,
532980,GOKUL,Gokul Refoils and Solvent Ltd.,2,2403,19.8,21.04,3019.87,1.81,-0.79,0,0,-3.67,2409,855.97,5.15,2409H,0.53,-99.37,0.56,0,74.62,0,0.32,9.9,528.04,54,71.00/34.00,527.84,649.04,Edible Oil,
533941,THOMASCOTT,Thomas Scott (India) Ltd.,10,2403,9.79,56.59,91.09,10.02,10.23,0,0.14,36.15,2409,40.67,2.83,2409H,68.02,68.5,4.22,16.38,57.85,0,2.59,1.13,528,490.8,500.55/184.20,546.48,62.29,Retailing,
530245,,Aryaman Financial Services Ltd.,10,2403,11.68,27.41,66.15,27.51,3.25,0,0,13.41,2409,24.87,6.89,2409H,5.91,-17.81,1.76,3.17,62.17,0,0.01,1.17,526.68,465,499.00/177.00,510.34,266.41,Finance - Investment,
531400,ALMONDZ,Almondz Global Securities Ltd.,1,2403,16.09,9.74,116.29,26,7.88,0,0.02,13.97,2409,34.01,1.99,2409H,17.32,37.13,1.14,-49.78,50.77,0,2.13,17.01,526.26,30,175.00/26.28,523.78,34.82,Finance - Stock Broking,
526642,MIRZAINT,Mirza International Ltd.,2,2403,27.64,33.17,630.36,12.04,1.01,0,0.04,3.02,2412,114.38,-5.69,2412N,449.12,-2.4,-2.48,-118.97,71.27,0,0.14,13.82,526,36.94,55.99/31.06,548.81,0,Footwear,
530961,VIKASECO,Vikas EcoTech Ltd.,1,2403,138.84,3.1,258.63,6.85,0.05,0,0.05,2.15,2409,89.23,2.85,2409H,147.3,24.37,12.5,276.73,10.65,0,0.02,176.87,525.31,2.95,5.63/2.85,544.07,34.5,Chemicals,
506261,MODISONLTD,Modison Ltd.,1,2403,3.25,63.39,404.56,21.36,6.58,2.5,0.16,10.95,2409,122.48,8.19,2409H,238.96,30.43,9.33,-16.02,52.11,0,0.48,3.25,524.55,157.3,232.15/95.20,570.2,32.96,Electric Equipment,
539436,COFFEEDAY,Coffee Day Enterprises Ltd.,10,2403,211.25,88.22,1013.25,-306.43,-57.03,0,0.23,-48.94,2409,269.34,-1.36,2409H,9.7,-0.25,4.19,0,8.21,2.36,1.38,21.13,523.27,24.77,74.54/22.71,915.68,0,Restaurants,
531082,ALANKIT,Alankit Ltd.,1,2403,27.12,11.6,235.7,21.98,0.57,0,0.08,6.17,2412,72.77,5.2,2412N,74.41,1.02,8.69,4.81,54.15,0,0.38,27.12,522.79,19.15,29.67/15.26,532.84,32.72,Finance - Stock Broking,
523023,SINCLAIR,Sinclairs Hotels Ltd.,2,2403,10.25,21.24,19.63,2.5,4.01,1,0,17.95,2412,14.43,1.12,2412N,39.06,-4.86,10.21,-32.9,62.66,0,0.07,5.13,522.7,100.49,145.00/86.00,522.22,33.17,"Hotel, Resort & Restaurants",
532310,SHREERAMA,Shree Rama Multi-Tech Ltd.,5,2403,66.76,8.41,177.7,9.96,0.75,0,0.12,15.05,2412,52.9,5.26,2412N,148.67,13.42,14.75,122.78,61.57,0,0.01,13.35,522.18,41.1,55.00/21.85,544.39,30.32,Plastic Products,
511754,,Shalibhadra Finance Ltd.,10,2403,7,205.52,32.78,11.97,17.1,1.2,0.6,13.87,2409,8.23,3.45,2409H,17.19,14.68,6.85,24.55,54.83,0,1.01,0.77,522.13,674,844.80/407.00,550.74,46.46,Finance - NBFC,
543373,,Shri Venkatesh Refineries Ltd.,10,2403,22.12,31.46,575.23,15.03,6.79,0,1.88,25.36,,,,2406Q,165.27,8.13,3.6,4.26,73.53,0,0.03,2.21,519.8,235,242.50/68.50,644.53,144.43,Solvent  Extraction,
532628,3IINFOLTD,3I Infotech Ltd.,10,2403,169.23,5.87,813.88,-298.27,-48.37,0,0.48,-167.44,2412,181.41,40.6,2412N,264.92,-0.21,18.17,0,0,0,7.98,16.96,519.37,30.51,61.11/25.16,535.58,0,IT - Software,
539195,,Pocl Enterprises Ltd.,2,2403,5.58,30.14,1120.44,17.74,31.81,2.5,1.54,29.64,2409,372.93,9.62,2409H,736.62,32.33,15.9,146.31,41.58,0,0,2.79,518.99,177.05,895.00/154.50,658.24,4.29,Metal - Non Ferrous,
532016,,Espire Hospitality Ltd.,10,2403,13.5,3.19,35.76,2.56,1.89,0,13.99,125.68,2409,20.3,0.96,2409H,36.93,156.44,0.99,9.8,74.07,0,0,1.35,518.96,390,409.35/87.71,587.48,300.53,Construction - Real Estate,
532666,FCSSOFT,FCS Software Solutions Ltd.,1,2403,170.95,2.95,36.56,-12.04,-0.08,0,0,-2.73,2409,9.3,1.1,2409H,17.48,-1.32,1.33,0,19.65,0,0.03,170.96,516.29,3,6.47/2.84,511.82,0,IT - Software,
532907,IL&FSENGG,IL&FS Engineering and Construction Company Ltd.,10,2403,131.12,-243.55,258.54,-77.62,-5.89,0,-0.84,0,2409,65.89,-10.71,2409H,151.41,19.34,-13.77,-206.17,42.25,0,1.16,13.11,512.29,41.02,53.98/19.05,2856.81,0,Engineering - Construction,
538961,GENUSPAPER,Genus Paper & Boards Ltd.,1,2403,25.71,17.9,711.84,3.46,0.22,0,0.66,1.25,2409,211.09,-0.42,2409H,415.11,26.3,3.38,17.16,50.85,4.86,0.04,25.71,512.19,20.11,29.80/16.04,816.01,95.9,Paper & Paper Products,
504605,,Uni Abex Alloy Products Ltd.,10,2403,1.98,627.24,179.99,35.46,179.54,25,0.15,36.41,2409,46.6,8.39,2409H,90.58,-11.42,15.64,-27.47,63.62,0,0.03,0.2,509.23,2549.5,3998.90/2132.00,506.25,26.39,Castings/Forgings,
523229,,Bharat Seats Ltd.,2,2403,6.28,28.94,1066.82,25.05,7.98,1.6,0.53,16,2409,290.67,7.1,2409H,589.52,9.43,13.72,19.67,74.59,0,0.11,6.28,509.06,82.5,250.20/73.05,603.28,11.89,Auto Ancillary,
539917,NAGAFERT,Nagarjuna Fertilizers and Chemicals Ltd.,1,2403,59.81,-15.26,4765.39,-1283.99,-21.47,0,-0.8,0,2409,0.93,-14.95,2409H,872.01,-63.63,2438.25,0,56.07,19.46,0.1,59.81,508.95,8.56,14.46/8.12,507.47,0.23,Fertilizers,
541400,ZIMLAB,Zim Laboratories Ltd.,10,2403,48.73,48.1,367.42,17.25,3.44,0,0.46,7.86,2409,92.14,2.38,2409H,171.72,12.78,1.98,-51.02,33.26,0,0.37,4.87,507.97,107,131.30/89.90,604.41,52.84,Pharmaceuticals & Drugs,
509709,INTLCONV,International Conveyors Ltd.,1,2403,6.34,54.86,133.93,62.39,9.8,0,0.45,24.12,2409,30.77,26.81,2409H,61.46,-26.91,59.33,61.18,68.6,0,0,6.34,507.73,81.08,124.79/70.00,600.87,7.84,Engineering - Industrial Equipments,
505232,,Veljan Denison Ltd.,10,2403,2.25,469.14,137.69,22.07,90.51,0,0.03,10.62,2409,37.34,6.05,2409H,67.62,14.01,10.57,11.22,74.98,0,0,0.45,507.38,1124.25,4200.00/1085.05,474.95,18.97,Compressors / Pumps,
518075,,Suraj Products Ltd.,10,2403,11.4,123.95,344.68,28.93,25.38,2,0.31,24.78,2409,75.68,6.49,2409H,168.32,-5.97,13.2,-15.94,73.7,0,0.02,1.14,507.07,448.1,951.00/362.75,530.71,26.86,Steel/Sponge Iron/Pig Iron,
524500,KILITCH,Kilitch Drugs (India) Ltd.,10,2403,16.08,147.27,154.37,13.58,10.93,0,0.14,8.51,2409,47.48,8.61,2409H,78.77,25.63,12.9,53.01,69.23,0,0,1.61,506.67,320,469.85/298.45,533.97,31.11,Pharmaceuticals & Drugs,
526159,,Nikhil Adhesives Ltd.,1,2403,4.59,26.81,166.43,0.77,2.88,0.2,0.45,12.29,2409,46.7,-0.3,2409H,308.85,8.03,9.14,40.03,54.44,0,0,4.59,505.6,110.15,152.90/97.00,570.64,39.23,Chemicals,
500259,LYKALABS,Lyka Labs Ltd.,10,2403,33.09,37.39,111.2,-2.62,-0.69,0,0.63,-3.04,2412,33.8,2.71,2412N,104.18,31.19,6.92,0,58.1,0,0.82,3.57,505.01,139,175.95/99.95,537.48,95.9,Pharmaceuticals & Drugs,
523710,SAYAJIHOTL,Sayaji Hotels Ltd.,10,2403,17.52,28.31,111.76,18.32,10.4,0,0.01,19.58,2409,28.13,0.85,2409H,56.08,20.64,3.5,19.41,74.95,7.28,0.02,1.75,502.59,311,425.00/261.45,499.81,46.15,"Hotel, Resort & Restaurants",
590031,DENORA,De Nora India Ltd.,10,2403,5.31,220.3,73.8,19.01,35.8,2,0,17.17,2412,17.56,-7.81,2412N,48.45,-15.91,-1.65,-112.35,53.68,0,0.32,0.53,502.57,956.45,2022.25/828.85,494.12,126.63,Electrodes & Welding Equipment,
532662,HTMEDIA,HT Media Ltd.,2,2403,46.55,30.55,1694.72,-91.91,-5.1,0,0.96,-15.02,2412,489.8,-3.24,2412N,709.37,8.22,-17.91,0,69.51,0,0.06,23.27,502.27,21,35.78/19.05,1101.38,0,Printing And Publishing,
530163,,Kerala Ayurveda Ltd.,10,2403,12.03,31.22,102.34,-0.86,-0.22,0,1.57,-1.07,2409,30.41,3.65,2409H,33.99,-1.78,-1.83,-355.65,58.58,7.83,0.04,1.2,501.27,415,486.90/249.95,556.4,0,Pharmaceuticals & Drugs,
505750,,JostS Engineering Company Ltd.,1,2403,0.98,78.79,187.44,9.9,19.76,0,0.14,18.85,2412,52.05,4.16,2412N,157.93,37.01,11.79,94.23,47.2,0,0.06,0.98,500.93,491.2,1360.00/491.75,501.71,18.07,Engineering - Industrial Equipments,
542231,NILASPACES,Nila Spaces Ltd.,1,2403,39.39,3.55,90.71,13.55,0.17,0,0,5.35,2412,33.02,3.75,2412N,96.04,64.39,10.22,128.2,61.9,0,0,39.39,500.63,12.08,19.40/4.64,483.15,38.04,Construction - Real Estate,
530129,,Nile Ltd.,10,2403,3,828.59,837.62,31.16,105.27,0,0,14.69,2409,251.68,8.37,2409H,497.05,20.65,18.23,36.67,50.39,0,0.26,0.3,499.71,1620,2798.00/979.95,494.68,19.79,Metal - Non Ferrous,
517273,S&SPOWER,S&S Power Switchgear Ltd.,10,2403,6.2,87.29,159.38,4.32,-4.12,0,1.02,-13.18,2409,54.51,3.84,2409H,1.97,167.21,-1.41,0,74.97,0,0.21,1.23,499.34,415.15,499.55/199.95,516.75,0,Electric Equipment,
500179,HCL-INSYS,HCL Infosystems Ltd.,2,2403,65.84,-8.6,32.17,-15.88,-0.47,0,-1.31,0,2409,6.79,-7.84,2409H,2.04,-15.7,-12.51,0,62.89,0,0.01,32.92,498.75,14.95,23.60/13.45,819.13,0,Trading,
512626,ORBTEXP,Orbit Exports Ltd.,10,2403,26.42,90.05,200.06,30.48,11.36,0,0.08,14.53,2409,60.17,15.67,2409H,108.82,2.89,25.01,19.83,66.16,0,0,2.65,498.12,185,306.40/136.55,512.76,16.48,Textile,
543210,AARTISURF,Aarti Surfactants Ltd.,10,2403,8.47,264.22,589.86,21.33,26.3,0,0.44,11.5,2409,150.84,1.81,2409H,294.25,0.58,4.25,-57.49,49.92,0,0.81,0.85,496.94,605,918.70/542.65,607.28,52.07,Household & Personal Products,
542012,,A-1 Ltd.,10,2403,11.5,41.61,206.14,1.47,0.95,0,0.22,2.28,2409,76.19,1.03,2409H,146.33,37.83,1.81,1182.27,70.03,0,2.91,1.15,496.51,433,435.00/290.35,513.6,194.82,Trading,
530299,KOTHARIPRO,Kothari Products Ltd.,10,2403,29.84,333.79,992.37,19.26,4.08,0,0.06,1.27,2409,265.9,-123.26,2409H,210.7,36.57,33.76,327.88,74.97,0,0,2.98,496.01,174,227.35/111.15,558.27,14.6,Trading,
532993,SEJALLTD,Sejal Glass Ltd.,10,2403,10.1,12.07,163.8,3.17,0.5,0,5.53,7.98,2409,61.57,2.4,2409H,31.26,17.59,-0.22,-256.64,75,0.13,0.61,1.01,493.64,486.2,674.60/290.00,562.98,0,Glass,
539574,,Sunshine Capital Ltd.,1,2403,104.17,1.4,74.23,-47.21,-0.45,0,12.1,-59.79,2409,5.77,3.3,2409H,8.65,144.24,5.3,879.48,19.02,0,0,522.92,491.54,0.93,295.55/0.94,489.45,0,Finance - NBFC,
526263,MOLDTECH,Mold-Tek Technologies Ltd.,2,2403,5.68,44.11,160.74,27.85,9.74,2,0,25.15,2409,43.09,8,2409H,74.59,7.23,13.04,-8.79,49.04,0,0.32,2.86,490.17,171.3,292.20/164.00,471.09,25.09,Engineering Consultancy,
524731,,Jenburkt Pharmaceuticals Ltd.,10,2403,4.41,372.21,141.97,25.98,58.86,0,0,19.43,2412,36.89,6.51,2412N,110.65,7.29,23.52,30.01,46.69,0,0.12,0.44,489.52,1135.95,1375.00/660.05,411.84,15.96,Pharmaceuticals & Drugs,
532776,SHIVAMAUTO,Shivam Autotech Ltd.,2,2403,24.44,2.78,469.66,-50.19,-4.11,0,6.9,-62.67,2409,120.43,-11.09,2409H,233.4,3.69,-21.42,0,74.8,0,0.02,12.22,489.26,39.15,64.86/31.11,851.51,0,Auto Ancillary,
518091,APCL,Anjani Portland Cement Ltd.,10,2403,29.37,131.45,623.9,-39.32,-3.99,0,0.88,-2.81,2409,70.07,-28.38,2409H,164.58,-22.26,-25.07,0,75,0,0.1,2.94,487.47,165.65,228.85/150.00,868.26,0,Cement & Construction Materials,
542866,,Colab Cloud Platforms Ltd.,2,2403,20.4,2.22,1.58,1.79,0.18,0,0,8.6,2409,14.17,0.53,2409H,25.36,6943.33,0.99,39.86,33.88,0,0,10.2,485.21,48.52,193.15/10.83,484.02,417.56,Finance - Investment,
513532,,Pradeep Metals Ltd.,10,2403,17.27,77.69,276.67,22.28,10.5,2,0.51,15.87,2412,79.15,6.62,2412N,210.34,18.62,15.88,27.84,73.48,0,0,1.73,483.65,280,322.00/195.80,534.85,22.42,Engineering - Industrial Equipments,
500467,HARRMALAYA,Harrisons Malayalam Ltd.,10,2403,18.45,75.59,488.12,-7.3,-3.95,0,0.65,-4.86,2409,137.3,4.11,2409H,234.95,7.98,-1.5,0,54.12,0,0.19,1.85,477.9,261.75,340.25/150.00,569.23,0,Agriculture,
511766,MUTHOOTCAP,Muthoot Capital Services Ltd.,10,2403,16.45,396.4,398.4,122.66,74.57,0,2.71,22.28,2412,125.68,12.56,2412N,334.34,11.05,39.33,-64.56,62.62,0,2.73,1.64,477.06,289.75,405.70/265.00,1638.81,9.34,Finance - NBFC,
543747,KAMOPAINTS,Kamdhenu Ventures Ltd.,1,2403,31.44,4.94,291.71,13.85,-0.05,0,0,-0.26,2409,54.84,1.19,2409H,109.29,-14.28,2.79,-50.07,50.33,0,5.41,31.44,475.93,15.22,234.00/14.50,475.98,0,Trading,
500279,MIRCELECTR,Mirc Electronics Ltd.,1,2403,23.11,5.65,772.21,-19.45,-2.69,0,0.8,-38.97,2409,151.37,1.35,2409H,379.16,0.65,1.79,0,53.36,18.41,0.07,23.1,474.61,21.36,33.00/18.01,576.43,0,Consumer Durables - Electronics,
532826,RAJTV,Raj Television Network Ltd.,5,2403,25.96,16.09,106.46,0.81,0.16,0,0.23,0.81,2409,35.93,0.07,2409H,61.37,20.99,-16.8,-6209.09,70.9,0,0.05,5.19,474.12,91.4,137.25/42.11,504.25,0,TV Broadcasting & Software Production,
538715,,Dhabriya Polywood Ltd.,10,2403,10.82,47.51,211.63,14.08,4.63,0,1.04,10.83,2409,58.05,4.18,2409H,63.01,14.79,2.95,48.62,67.75,0,0,1.08,473.13,428.4,520.00/220.00,518.46,103.65,Plastic Products,
530377,NILAINFRA,Nila Infrastructures Ltd.,1,2403,39.39,4.44,184.65,11.42,0.29,0,0.22,7.39,2412,52.34,5.74,2412N,132.06,34.76,15.46,153.44,61.9,0,0.6,39.39,473.06,11.76,17.14/9.55,492.65,22.34,Construction - Real Estate,
544281,ABINFRA,AB Infrabuild Ltd.,10,2403,44.22,17.65,183.81,11.42,2.58,0,0.51,19.7,2409,47.23,3.58,2409Q,47.23,0,3.58,0,32.73,0,0,4.97,472.86,91,106.90/72.99,492.11,112.48,Engineering - Construction,
